soil_type,pH,nitrogen,phosphorus,potassium,organic_carbon,ec,rainfall,temperature,plant
Alluvial,6.92,110,51,152,0.98,3.02,1044.19,31.99,Jamun
Lateritic,7.52,416,43,336,0.32,1.84,1617.72,21.76,Jamun
Alluvial,7.63,437,33,346,1.15,3.08,1915.16,23.69,Jamun
Lateritic,7.3,181,57,102,1.09,2.57,1890.2,24.24,Jamun
Alluvial,7.84,441,9,322,0.62,3.01,1853.56,25.35,Jamun
Lateritic,8.04,116,57,357,0.72,0.62,1485.15,21.9,Jamun
Alluvial,7.98,661,7,96,0.36,0.63,1934.14,20.86,Jamun
Lateritic,6.85,178,34,306,0.59,3.0,1880.81,20.21,Jamun
Lateritic,7.42,489,50,79,1.17,2.97,1784.39,20.82,Jamun
Lateritic,7.88,560,10,103,0.55,2.46,2206.8,30.38,Jamun
Lateritic,7.42,614,27,73,0.97,0.88,1070.04,16.75,Jamun
Lateritic,7.31,243,56,94,0.6,2.46,1640.75,28.69,Jamun
Lateritic,8.73,528,29,114,0.74,2.04,1271.99,19.45,Jamun
Lateritic,7.45,513,44,336,0.67,2.13,1239.86,16.7,Jamun
Lateritic,7.24,620,12,64,0.41,0.83,1475.9,20.41,Jamun
Alluvial,7.81,286,37,383,0.36,2.28,2225.92,18.47,Jamun
Lateritic,6.61,675,5,123,0.52,2.45,1570.55,20.54,Jamun
Lateritic,7.53,158,54,298,0.45,3.14,1812.55,24.82,Jamun
Lateritic,7.63,322,22,164,1.01,0.53,1494.24,26.4,Jamun
Alluvial,6.51,411,48,274,0.45,1.25,2000.47,22.51,Jamun
Alluvial,6.63,578,26,354,0.8,2.24,1857.94,28.12,Jamun
Alluvial,7.72,273,30,214,0.75,1.82,1869.61,24.33,Jamun
Lateritic,7.85,691,59,196,0.51,1.5,2456.72,30.16,Jamun
Lateritic,7.68,252,52,226,0.57,2.1,2560.62,27.26,Jamun
Lateritic,7.62,147,53,162,0.81,0.73,1874.2,20.31,Jamun
Alluvial,8.68,628,24,141,1.17,0.57,1536.95,20.61,Jamun
Alluvial,8.08,283,41,385,0.56,0.37,1525.21,22.43,Jamun
Lateritic,8.65,598,44,128,0.81,2.88,2369.7,27.39,Jamun
Lateritic,7.96,140,47,263,0.8,0.79,1508.91,25.77,Jamun
Lateritic,7.26,669,38,270,0.59,3.28,1873.46,30.35,Jamun
Alluvial,6.83,167,42,377,0.75,3.2,2060.17,30.39,Jamun
Alluvial,7.88,256,41,80,0.37,2.05,1848.69,30.14,Jamun
Alluvial,7.7,257,55,311,0.62,0.1,1988.52,22.96,Jamun
Lateritic,7.04,122,29,260,0.64,3.47,1669.49,17.74,Jamun
Alluvial,8.38,215,55,184,0.98,2.14,2216.18,25.6,Jamun
Alluvial,7.99,272,40,396,0.84,0.89,2285.86,20.6,Jamun
Lateritic,7.49,129,36,126,0.33,1.75,1977.55,20.4,Jamun
Alluvial,7.88,225,45,371,0.7,1.81,1744.6,35.47,Jamun
Alluvial,7.88,528,41,119,1.15,2.33,1304.11,24.87,Jamun
Alluvial,7.15,573,37,133,0.71,2.33,2214.09,24.28,Jamun
Lateritic,7.73,263,33,141,0.69,1.54,1599.04,26.67,Jamun
Lateritic,7.16,351,42,248,0.95,2.65,1823.79,17.63,Jamun
Alluvial,7.53,367,27,109,0.68,1.69,1917.41,18.78,Jamun
Lateritic,7.42,521,10,218,0.91,0.87,1103.8,25.22,Jamun
Lateritic,7.28,187,9,395,0.89,2.89,2145.34,31.16,Jamun
Lateritic,7.19,239,36,233,0.98,0.76,1619.4,30.13,Jamun
Alluvial,7.38,313,55,131,0.37,2.87,2293.07,22.55,Jamun
Alluvial,7.44,255,13,193,0.32,0.38,1817.36,17.44,Jamun
Alluvial,7.83,699,28,121,0.7,2.43,1834.32,19.78,Jamun
Alluvial,7.77,326,40,108,0.7,1.23,2427.33,27.14,Jamun
Lateritic,7.88,640,15,345,0.83,1.84,1982.66,20.69,Jamun
Lateritic,6.93,218,31,318,0.87,2.72,1833.91,30.23,Jamun
Lateritic,7.82,659,29,190,0.72,2.16,1206.62,28.92,Jamun
Lateritic,7.9,163,53,395,0.64,0.4,1632.98,23.02,Jamun
Lateritic,7.64,280,42,124,0.91,1.69,1930.42,30.3,Jamun
Alluvial,7.46,700,29,221,0.77,2.09,2082.02,24.92,Jamun
Alluvial,7.38,362,36,279,0.42,2.5,2329.84,33.33,Jamun
Alluvial,7.64,214,20,90,0.74,2.06,1833.82,19.92,Jamun
Alluvial,7.29,595,15,233,1.14,1.76,1989.92,19.1,Jamun
Lateritic,8.47,627,34,341,0.79,1.49,2167.58,18.88,Jamun
Alluvial,7.84,318,10,145,0.35,2.0,2700.68,27.19,Jamun
Alluvial,7.61,539,24,72,0.77,2.35,1708.84,19.09,Jamun
Lateritic,7.31,655,23,220,1.0,1.72,1375.56,29.65,Jamun
Lateritic,6.71,393,55,54,0.76,1.82,1850.95,22.37,Jamun
Lateritic,7.47,228,23,302,0.55,0.43,2065.23,22.04,Jamun
Alluvial,7.89,379,41,276,0.63,0.64,1747.65,29.89,Jamun
Alluvial,8.1,700,20,180,0.31,0.11,1721.46,30.96,Jamun
Alluvial,6.73,371,42,331,0.9,0.42,1763.78,28.96,Jamun
Alluvial,7.01,268,41,141,0.32,1.28,1871.2,24.51,Jamun
Alluvial,8.05,319,60,282,0.41,2.74,2243.38,29.63,Jamun
Lateritic,6.86,187,21,218,0.89,0.64,2336.87,17.04,Jamun
Lateritic,7.93,254,21,130,0.96,1.31,1271.98,23.81,Jamun
Lateritic,7.79,122,24,128,0.66,3.41,1582.92,28.66,Jamun
Alluvial,7.29,104,22,398,1.13,2.06,1705.11,30.45,Jamun
Lateritic,6.96,489,34,387,0.31,3.25,1933.06,28.13,Jamun
Lateritic,6.91,555,52,233,1.04,2.76,2271.05,21.39,Jamun
Lateritic,7.99,473,27,223,0.61,0.45,1798.46,19.65,Jamun
Alluvial,7.78,605,20,253,0.68,1.81,2144.42,33.14,Jamun
Alluvial,7.36,684,38,147,0.69,3.25,1285.44,28.7,Jamun
Alluvial,7.51,408,14,339,1.19,3.38,1586.82,21.92,Jamun
Alluvial,8.18,270,8,346,1.14,3.47,1540.75,27.95,Jamun
Lateritic,7.83,262,45,106,0.54,2.27,1952.15,24.45,Jamun
Alluvial,7.32,436,31,174,0.64,0.46,2555.68,14.78,Jamun
Alluvial,6.91,533,28,359,0.6,0.34,1787.99,24.75,Jamun
Alluvial,7.95,183,58,120,0.76,3.23,1810.2,21.33,Jamun
Alluvial,6.64,398,15,277,0.97,2.77,1537.18,22.11,Jamun
Alluvial,7.72,208,38,257,0.42,0.32,2400.59,25.06,Jamun
Lateritic,7.2,333,46,96,1.1,0.73,1391.31,21.59,Jamun
Alluvial,7.39,664,19,353,1.05,3.48,1930.74,27.12,Jamun
Alluvial,7.54,452,18,190,1.03,1.47,1738.26,21.81,Jamun
Lateritic,8.19,196,36,144,0.71,0.28,1235.99,16.37,Jamun
Alluvial,7.54,252,41,323,1.01,0.52,1495.99,26.02,Jamun
Lateritic,7.87,562,44,231,0.65,2.82,1825.46,26.49,Jamun
Lateritic,7.81,177,55,205,0.94,0.22,2045.96,21.71,Jamun
Lateritic,7.38,455,59,126,0.49,1.8,1629.63,15.94,Jamun
Lateritic,7.58,653,21,280,1.2,1.82,1347.62,33.11,Jamun
Lateritic,7.12,408,53,205,1.19,3.14,1623.78,26.14,Jamun
Lateritic,7.22,698,43,231,1.19,1.73,2357.89,21.54,Jamun
Lateritic,8.02,671,33,91,0.67,2.95,1320.82,31.35,Jamun
Alluvial,7.0,607,59,270,1.19,2.51,1796.35,31.23,Jamun
Lateritic,7.61,247,13,148,0.6,2.02,1756.44,25.33,Jamun
Alluvial,7.53,631,33,214,1.0,2.48,1453.92,25.14,Jamun
Lateritic,8.25,132,60,89,0.78,2.97,1813.52,32.24,Jamun
Lateritic,7.95,560,56,309,1.03,1.61,2118.3,40.07,Jamun
Sandy,5.81,692,56,256,0.39,1.67,1539.4,31.66,Tamarind
Red loam,5.86,204,40,194,0.31,1.81,1260.02,30.73,Tamarind
Sandy,6.19,367,21,224,1.05,0.87,1312.57,34.81,Tamarind
Red loam,6.03,106,44,297,1.09,3.28,1201.33,27.52,Tamarind
Sandy,6.26,250,21,275,0.98,2.32,1311.49,28.13,Tamarind
Sandy,6.18,401,24,142,0.96,1.71,1397.6,28.37,Tamarind
Red loam,6.05,112,27,149,0.38,1.68,1272.13,32.15,Tamarind
Red loam,6.16,437,44,99,0.98,2.05,1463.93,38.62,Tamarind
Red loam,6.08,651,8,53,0.95,0.51,1357.06,29.35,Tamarind
Red loam,6.44,263,40,127,1.0,2.38,1422.93,27.42,Tamarind
Red loam,6.06,283,53,309,0.43,0.48,1192.22,28.09,Tamarind
Sandy,6.66,201,44,367,0.98,1.08,1124.05,30.59,Tamarind
Red loam,6.28,530,9,53,0.88,1.94,1245.72,27.43,Tamarind
Sandy,6.2,461,34,206,0.68,1.81,1459.94,24.92,Tamarind
Sandy,6.17,254,27,122,0.61,3.21,1479.73,32.06,Tamarind
Red loam,6.31,446,28,203,0.73,2.09,1228.93,25.91,Tamarind
Red loam,6.1,562,11,323,0.51,3.09,1277.13,32.83,Tamarind
Sandy,5.95,517,42,141,0.89,0.6,1269.93,24.23,Tamarind
Sandy,6.6,589,25,69,0.5,0.65,1255.93,24.23,Tamarind
Red loam,5.62,579,33,368,0.72,0.65,1452.65,29.6,Tamarind
Red loam,5.94,193,55,169,0.48,1.09,1125.19,28.41,Tamarind
Red loam,5.84,241,25,297,0.49,2.99,1590.93,30.44,Tamarind
Red loam,6.45,196,54,259,0.48,0.41,1365.01,28.3,Tamarind
Sandy,6.1,306,16,197,0.53,1.97,1425.54,30.99,Tamarind
Red loam,6.13,400,40,398,0.81,3.09,1492.44,29.27,Tamarind
Sandy,6.05,109,40,286,0.66,2.73,1501.24,28.16,Tamarind
Sandy,5.69,516,56,202,0.38,1.94,1263.34,33.83,Tamarind
Sandy,5.98,459,8,302,0.91,0.92,1647.79,27.88,Tamarind
Sandy,6.28,367,40,240,1.16,0.4,1425.77,30.77,Tamarind
Sandy,6.37,307,47,327,0.81,1.39,1344.09,27.77,Tamarind
Red loam,6.12,520,31,203,0.5,2.99,1179.58,24.96,Tamarind
Sandy,6.37,579,8,122,0.92,0.85,1475.67,22.22,Tamarind
Sandy,6.13,277,36,217,0.81,0.75,1199.26,34.71,Tamarind
Red loam,6.17,592,30,200,0.98,3.42,1395.41,23.67,Tamarind
Sandy,5.88,681,13,121,0.57,2.51,1420.24,29.21,Tamarind
Sandy,6.24,465,39,174,0.3,1.12,1261.43,27.98,Tamarind
Red loam,6.33,123,50,310,0.5,1.65,1371.34,27.63,Tamarind
Sandy,6.06,621,18,136,0.84,3.08,1247.33,21.61,Tamarind
Sandy,6.0,454,42,398,1.08,0.77,1467.61,17.96,Tamarind
Sandy,6.42,645,10,73,1.19,1.86,1279.92,27.79,Tamarind
Sandy,5.82,105,47,79,0.98,1.53,1236.41,21.8,Tamarind
Red loam,5.83,116,27,291,0.7,0.14,1115.39,32.61,Tamarind
Red loam,6.1,662,55,396,1.01,3.39,1474.82,29.43,Tamarind
Sandy,6.13,495,15,214,0.67,3.22,1338.88,27.2,Tamarind
Sandy,6.31,420,38,152,0.32,0.45,1148.27,24.62,Tamarind
Sandy,5.99,156,11,187,1.14,1.05,1210.78,23.43,Tamarind
Sandy,6.04,309,8,297,0.48,2.99,1127.45,31.11,Tamarind
Red loam,5.7,396,46,317,1.07,2.0,1419.26,23.94,Tamarind
Sandy,6.53,537,57,387,0.93,0.11,1442.09,23.0,Tamarind
Red loam,6.24,507,8,208,0.76,2.71,1486.88,21.34,Tamarind
Sandy,6.14,357,33,290,0.85,3.24,1522.47,26.51,Tamarind
Red loam,6.03,223,53,281,0.33,0.8,1659.02,26.56,Tamarind
Red loam,6.36,151,40,368,0.74,0.91,1150.52,32.5,Tamarind
Red loam,6.14,659,24,169,0.83,1.33,1780.88,24.7,Tamarind
Red loam,6.17,111,47,330,0.52,2.56,1378.3,28.85,Tamarind
Sandy,6.18,297,30,357,0.91,1.17,1521.94,32.09,Tamarind
Red loam,6.11,474,26,293,0.61,2.97,1499.41,25.07,Tamarind
Red loam,6.48,159,20,240,0.86,0.44,1333.31,21.88,Tamarind
Red loam,6.47,558,5,304,0.49,1.7,1341.0,20.19,Tamarind
Sandy,6.04,167,18,181,0.65,2.45,1144.09,32.2,Tamarind
Sandy,5.91,556,22,353,0.36,2.53,1550.71,26.83,Tamarind
Sandy,6.23,123,30,184,0.58,1.09,1273.71,28.82,Tamarind
Red loam,5.91,114,33,142,0.62,2.86,1664.07,27.46,Tamarind
Red loam,5.96,700,10,231,1.11,2.91,1617.55,29.17,Tamarind
Red loam,5.95,177,35,243,0.55,2.81,1503.28,25.93,Tamarind
Sandy,6.02,501,26,124,0.39,2.41,1084.81,31.81,Tamarind
Red loam,6.12,393,56,177,0.44,0.6,895.53,27.87,Tamarind
Sandy,6.15,582,35,386,0.67,3.24,1058.6,28.4,Tamarind
Red loam,6.15,229,48,51,0.36,2.11,1148.1,29.21,Tamarind
Sandy,6.35,454,21,136,0.39,1.45,909.09,25.29,Tamarind
Sandy,6.05,270,25,148,0.9,0.44,1220.44,26.49,Tamarind
Sandy,6.65,105,36,248,0.73,3.07,1573.32,28.29,Tamarind
Red loam,6.08,485,25,60,0.6,3.2,1404.5,30.51,Tamarind
Sandy,6.12,347,6,331,0.3,3.47,965.98,29.59,Tamarind
Red loam,6.16,574,37,101,0.38,0.16,1405.86,21.51,Tamarind
Red loam,6.0,482,10,124,0.93,1.61,1604.33,33.04,Tamarind
Sandy,6.48,421,30,297,1.19,2.84,1127.3,32.15,Tamarind
Red loam,5.91,676,49,174,0.42,0.62,1227.63,31.75,Tamarind
Sandy,5.82,643,11,339,0.92,0.36,1430.73,33.63,Tamarind
Sandy,6.31,136,9,394,0.37,0.39,1110.61,31.9,Tamarind
Sandy,6.15,434,12,388,1.11,3.19,1488.53,26.16,Tamarind
Sandy,6.41,118,13,107,0.68,2.27,1405.38,25.96,Tamarind
Sandy,5.86,176,5,341,0.86,2.84,1368.16,22.86,Tamarind
Red loam,5.85,234,26,372,0.8,2.05,1484.61,28.23,Tamarind
Red loam,6.41,367,19,216,1.02,0.95,1237.46,30.28,Tamarind
Red loam,6.36,443,7,333,1.18,3.18,1013.97,28.95,Tamarind
Sandy,6.18,141,14,295,0.75,1.85,1309.32,28.68,Tamarind
Red loam,5.83,672,10,132,0.9,2.99,1309.29,30.22,Tamarind
Sandy,5.8,136,13,389,1.01,3.43,936.29,26.55,Tamarind
Sandy,6.1,412,41,196,1.17,2.68,1011.38,33.15,Tamarind
Sandy,6.22,505,20,67,0.42,0.54,1449.76,18.46,Tamarind
Sandy,5.84,203,32,142,0.51,0.89,1372.67,30.53,Tamarind
Sandy,5.88,660,35,200,0.66,2.33,1437.71,28.35,Tamarind
Sandy,6.43,277,47,246,1.08,1.03,1239.73,28.48,Tamarind
Sandy,5.93,644,44,239,1.16,0.37,1070.7,28.27,Tamarind
Red loam,6.08,676,11,328,0.9,3.28,1716.06,31.37,Tamarind
Sandy,6.35,436,43,79,0.66,0.99,1269.1,30.59,Tamarind
Sandy,6.25,285,27,243,0.99,3.18,1391.88,26.74,Tamarind
Sandy,5.9,128,18,361,1.12,2.8,1529.99,37.02,Tamarind
Sandy,6.45,372,11,86,0.75,3.46,1437.35,21.99,Tamarind
Red loam,6.14,121,42,305,0.33,2.72,1378.95,23.18,Tamarind
Red loam,5.98,330,17,115,0.98,2.78,1236.87,24.08,Tamarind
Red loam,6.08,499,48,238,0.42,2.71,1378.61,32.1,Tamarind
Red loam,6.38,537,35,267,0.45,3.48,1268.76,23.64,Tamarind
Sandy,6.43,103,59,349,0.45,3.28,1014.95,31.65,Tamarind
Red loam,6.1,182,47,271,1.16,0.54,1285.12,30.02,Tamarind
Sandy,6.21,121,16,384,0.83,1.3,1162.09,25.62,Tamarind
Sandy,5.97,450,53,201,0.41,3.3,1229.17,25.75,Tamarind
Sandy,6.25,315,13,288,1.04,0.13,1112.85,29.16,Tamarind
Red loam,6.14,405,34,307,0.64,2.63,1397.59,34.79,Tamarind
Red loam,5.91,267,43,362,0.71,0.19,849.63,34.75,Tamarind
Red loam,6.18,423,56,312,0.49,2.3,1050.87,25.38,Tamarind
Sandy,5.94,223,27,219,0.39,1.58,1061.01,20.63,Tamarind
Red loam,6.33,188,34,305,0.72,1.48,1166.08,28.39,Tamarind
Red loam,6.0,148,60,109,0.73,0.12,871.53,31.11,Tamarind
Sandy,6.3,670,60,66,1.13,0.95,1441.16,23.93,Tamarind
Red loam,6.01,408,58,332,0.62,1.27,1505.73,32.24,Tamarind
Sandy,5.94,610,5,374,0.38,0.25,1612.16,27.72,Tamarind
Red loam,6.16,103,21,50,0.68,1.11,1504.01,24.78,Tamarind
Sandy,6.07,363,22,157,0.87,2.17,1172.26,32.94,Tamarind
Sandy,6.65,349,49,114,0.82,0.67,1298.45,28.69,Tamarind
Red loam,6.2,379,42,214,1.02,0.65,1489.17,36.84,Tamarind
Red loam,5.88,554,58,229,0.97,2.9,1430.58,34.07,Tamarind
Sandy,6.74,123,41,92,0.8,1.42,1163.42,24.35,Tamarind
Red loam,6.17,333,52,280,0.94,2.49,1294.35,23.66,Tamarind
Red loam,6.06,197,19,358,0.63,0.77,1417.32,32.2,Tamarind
Sandy,6.26,534,26,384,0.64,0.61,818.26,21.19,Tamarind
Red loam,5.84,285,57,310,0.39,0.21,1246.32,31.95,Tamarind
Red loam,6.7,487,32,86,0.66,1.99,1483.09,25.03,Tamarind
Sandy,6.42,138,60,323,1.05,0.22,1327.57,27.56,Tamarind
Red loam,6.01,529,33,393,0.34,2.59,1622.04,27.29,Tamarind
Red loam,6.05,169,10,327,0.36,1.14,1148.21,22.79,Tamarind
Red loam,6.59,250,6,371,0.66,1.89,1824.98,21.77,Tamarind
Sandy,5.92,188,9,82,1.06,1.53,1379.36,33.59,Tamarind
Sandy,6.42,478,12,354,1.18,3.24,1017.02,31.5,Tamarind
Sandy,5.91,550,47,392,0.43,0.62,1089.97,30.31,Tamarind
Sandy,6.26,476,41,166,1.16,1.58,1136.26,20.52,Tamarind
Sandy,5.76,333,28,350,0.43,0.56,1413.83,29.13,Tamarind
Sandy,5.64,119,56,289,0.86,0.73,1011.27,25.57,Tamarind
Sandy,5.95,186,25,204,0.43,0.67,1501.41,24.07,Tamarind
Red loam,6.27,624,11,62,0.32,0.17,1473.58,29.94,Tamarind
Sandy,6.6,651,39,214,0.4,1.25,1427.27,26.09,Tamarind
Red loam,6.27,335,12,264,0.51,0.91,1661.09,23.61,Tamarind
Sandy,6.36,328,29,298,0.89,3.1,1220.12,27.58,Tamarind
Red loam,5.83,479,26,274,1.2,3.05,1094.06,26.46,Tamarind
Red loam,6.02,209,35,397,0.69,0.67,1020.9,25.2,Tamarind
Sandy,5.96,181,23,170,0.86,0.5,1556.15,25.63,Tamarind
Sandy,6.31,563,42,248,1.02,0.22,1202.21,32.31,Tamarind
Sandy,5.98,313,50,175,1.06,3.31,1336.61,31.71,Tamarind
Sandy,6.17,175,40,150,0.61,0.32,1398.18,34.32,Tamarind
Red loam,5.9,596,10,111,1.08,1.61,1049.25,19.8,Tamarind
Sandy,6.38,421,8,284,0.4,0.15,1599.79,19.39,Tamarind
Red loam,6.37,647,9,76,0.61,2.46,1253.59,19.35,Tamarind
Red loam,6.4,254,35,106,0.84,1.57,1685.3,28.08,Tamarind
Red loam,6.39,475,24,266,0.99,2.45,1365.53,27.63,Tamarind
Sandy,6.19,124,33,173,1.13,2.57,1646.83,30.93,Tamarind
Red loam,6.34,356,7,66,0.5,2.77,1112.79,22.98,Tamarind
Sandy,5.97,242,10,346,0.55,2.31,1321.79,26.95,Tamarind
Sandy,6.2,242,25,214,0.61,0.91,1819.27,21.24,Tamarind
Red loam,6.05,484,59,362,0.67,0.41,1432.28,36.64,Tamarind
Sandy,5.63,347,54,329,0.49,3.11,1247.53,27.52,Tamarind
Sandy,6.22,480,58,217,0.93,2.64,1565.25,21.24,Tamarind
Red loam,6.04,196,33,231,1.16,1.65,1057.07,30.07,Tamarind
Sandy,6.43,205,24,85,0.53,1.95,1134.6,31.05,Tamarind
Sandy,6.0,540,16,67,0.53,0.95,1287.15,33.85,Tamarind
Sandy,6.48,499,12,154,0.96,0.65,1479.05,26.02,Tamarind
Red loam,6.4,298,29,174,1.09,1.82,1344.45,29.32,Tamarind
Red loam,5.88,631,51,142,1.16,2.33,1337.05,29.3,Tamarind
Red loam,6.17,158,29,268,0.44,0.56,1308.51,24.74,Tamarind
Red loam,6.21,231,18,211,0.64,1.31,1396.66,26.22,Tamarind
Red loam,5.92,666,53,246,0.34,1.43,1467.95,25.26,Tamarind
Sandy,6.26,166,33,259,0.33,0.3,1092.65,27.99,Tamarind
Sandy,5.85,108,37,330,0.87,1.58,1210.39,23.73,Tamarind
Sandy,5.81,291,33,280,0.99,3.28,1384.42,27.18,Tamarind
Sandy,6.17,308,28,249,1.05,3.39,1572.7,22.05,Tamarind
Sandy,6.33,200,34,283,1.0,2.87,1084.83,23.83,Tamarind
Red loam,6.27,131,51,394,0.75,2.09,1106.03,29.11,Tamarind
Red loam,6.16,493,37,368,0.97,2.45,1334.23,31.7,Tamarind
Sandy,6.08,446,20,236,0.9,1.78,1491.45,20.82,Tamarind
Red loam,6.13,208,41,145,0.64,2.54,1268.28,28.44,Tamarind
Red loam,6.28,578,24,146,1.15,3.4,1299.21,33.33,Tamarind
Sandy,6.04,582,49,66,0.67,2.58,1355.04,20.6,Tamarind
Sandy,6.29,527,23,70,0.91,1.71,1154.68,25.16,Tamarind
Sandy,6.17,415,25,229,0.83,2.02,1127.86,31.91,Tamarind
Sandy,6.13,120,30,304,0.48,1.85,1015.01,35.1,Tamarind
Red loam,6.01,406,49,82,0.37,3.08,1428.51,27.88,Tamarind
Sandy,6.35,690,49,233,1.02,0.53,1241.27,30.07,Tamarind
Red loam,6.02,151,55,121,1.05,1.56,1268.09,28.12,Tamarind
Sandy,6.32,472,24,188,1.14,2.72,1194.26,29.24,Tamarind
Red loam,6.23,160,45,180,1.19,2.7,1649.41,24.33,Tamarind
Sandy,6.42,309,5,223,1.18,1.36,1235.36,29.24,Tamarind
Sandy,6.13,406,34,192,0.53,0.19,1220.14,22.91,Tamarind
Sandy,5.97,654,30,150,1.15,0.75,1559.5,30.32,Tamarind
Sandy,6.25,135,25,371,0.91,1.33,1129.99,26.55,Tamarind
Sandy,6.41,626,18,370,0.47,0.71,1378.9,34.06,Tamarind
Sandy,6.47,695,53,99,1.02,3.36,1248.84,23.73,Tamarind
Red loam,6.3,665,52,188,0.64,3.14,978.86,30.88,Tamarind
Sandy,6.13,131,39,161,1.05,0.1,1629.45,26.06,Tamarind
Red loam,6.17,364,44,348,0.9,0.49,1339.5,35.51,Tamarind
Red loam,6.13,102,19,320,1.09,0.31,1213.94,26.12,Tamarind
Sandy,6.27,338,14,334,0.89,1.6,1132.3,29.41,Tamarind
Sandy,5.98,637,51,145,1.06,0.55,1155.71,31.24,Tamarind
Sandy,6.16,685,46,356,0.92,3.23,1624.43,27.28,Tamarind
Red loam,6.22,667,41,337,0.34,0.64,1234.98,31.35,Tamarind
Sandy,5.83,198,24,119,0.5,2.64,1009.61,29.98,Tamarind
Sandy,6.3,604,7,268,0.57,0.37,1422.74,21.63,Tamarind
Sandy,6.23,568,31,109,0.84,3.46,1359.26,24.85,Tamarind
Sandy,6.5,382,51,80,0.5,2.91,1395.76,24.19,Tamarind
Sandy,6.43,674,28,380,0.87,1.48,1007.12,33.56,Tamarind
Red loam,6.26,133,38,90,0.57,0.92,1075.8,25.8,Tamarind
Red loam,6.31,533,56,146,1.03,1.56,1170.05,34.05,Tamarind
Red loam,5.88,356,40,93,0.94,2.12,1254.46,31.92,Tamarind
Sandy,6.21,189,46,305,1.02,2.11,1290.37,23.23,Tamarind
Red loam,6.14,419,9,279,1.12,2.06,1346.17,21.83,Tamarind
Sandy,6.23,342,13,86,0.37,3.45,1380.8,30.57,Tamarind
Red loam,5.98,358,40,323,0.43,0.48,1353.55,16.6,Tamarind
Red loam,6.51,651,9,190,1.04,1.83,1083.27,26.2,Tamarind
Red loam,6.26,662,47,73,0.95,0.87,1763.65,33.68,Tamarind
Red loam,6.03,513,58,398,0.5,0.36,883.83,33.72,Tamarind
Sandy,6.02,159,46,54,1.16,0.77,1511.38,28.42,Tamarind
Sandy,6.57,303,58,292,0.47,2.61,1329.39,22.09,Tamarind
Red loam,6.15,193,59,97,0.56,1.24,1385.55,31.06,Tamarind
Red loam,6.27,276,5,67,0.9,0.8,1238.75,24.54,Tamarind
Red loam,6.49,501,5,365,0.35,2.7,1218.55,27.46,Tamarind
Sandy,5.99,173,37,231,1.17,0.29,1451.95,29.92,Tamarind
Sandy,6.25,644,10,98,0.45,3.19,1295.49,28.83,Tamarind
Red loam,5.97,601,38,353,0.65,2.56,1167.15,23.61,Tamarind
Red loam,6.26,517,9,179,0.39,2.29,1290.83,32.97,Tamarind
Red loam,6.28,103,46,237,0.3,3.3,1459.55,22.53,Tamarind
Sandy,6.46,611,44,295,0.47,1.52,1260.55,26.26,Tamarind
Sandy,6.12,500,49,257,0.89,2.63,722.96,26.08,Tamarind
Sandy,6.65,115,37,263,0.55,2.02,1204.04,22.51,Tamarind
Sandy,6.32,537,33,222,0.37,1.54,1321.65,30.77,Tamarind
Red loam,6.11,677,9,301,0.83,2.94,1610.94,26.32,Tamarind
Sandy,6.69,135,6,83,0.96,1.5,1407.99,23.98,Tamarind
Red loam,5.99,445,57,295,0.73,3.37,1350.42,27.23,Tamarind
Red loam,6.15,283,5,63,1.12,2.07,1072.02,23.08,Tamarind
Red loam,6.28,689,17,202,0.52,2.89,1530.44,23.83,Tamarind
Sandy,6.23,145,38,63,1.14,0.56,1333.79,28.09,Tamarind
Sandy,6.26,582,19,303,1.17,0.48,1215.19,34.0,Tamarind
Sandy,6.13,355,54,61,0.72,1.1,1515.1,24.97,Tamarind
Red loam,5.85,309,46,245,0.31,2.04,1240.71,27.71,Tamarind
Red loam,6.31,266,55,195,0.49,2.76,1141.67,25.6,Tamarind
Sandy,6.27,342,8,274,1.11,1.0,1474.06,33.8,Tamarind
Sandy,5.98,434,31,214,0.55,3.49,1062.25,29.66,Tamarind
Red loam,6.0,463,33,276,0.45,1.62,1250.64,20.88,Tamarind
Red loam,6.09,116,35,368,0.93,1.73,1049.11,25.7,Tamarind
Red loam,6.22,544,27,233,1.11,0.14,1273.23,29.11,Tamarind
Sandy,6.32,388,49,134,0.77,2.97,1333.38,23.03,Tamarind
Red loam,5.87,681,40,194,0.73,1.06,1136.91,25.89,Tamarind
Sandy,6.23,180,29,56,0.94,3.3,1341.68,29.49,Tamarind
Red loam,6.15,321,12,380,0.91,0.96,1081.93,22.86,Tamarind
Sandy,5.99,177,54,381,0.37,3.27,1527.2,31.01,Tamarind
Red loam,5.83,203,5,292,1.03,2.89,1199.83,21.11,Tamarind
Red loam,5.94,647,44,388,0.87,2.78,1105.06,27.48,Tamarind
Sandy,6.05,558,56,150,1.18,1.67,1384.23,24.61,Tamarind
Sandy,5.53,339,38,339,0.95,0.16,1112.7,27.2,Tamarind
Sandy,6.25,657,33,318,0.34,2.13,1098.05,18.92,Tamarind
Red loam,5.66,659,29,60,0.85,3.45,1477.43,36.66,Tamarind
Sandy,6.39,478,42,107,0.36,1.63,1498.68,29.31,Tamarind
Red loam,5.91,530,21,201,0.41,2.59,1578.96,24.11,Tamarind
Sandy,6.2,670,40,326,0.53,2.04,1227.29,27.57,Tamarind
Sandy,5.53,620,19,106,0.7,3.25,1558.0,23.96,Tamarind
